stop_id,stop_code,stop_name,street_name,latitude,longitude,direction,zone
N3102016E101706490,KL309,LRT Salak Selatan,Jalan Sri Permaisuri 10,3.102016,101.70649,2,1
N3102058E101680727,KL1187,Faber Heights,Jalan Desa Utama,3.102058,101.680727,2,2
N3102068E101600545,PJ555,Pangsapuri PKNS,Jalan SS 6/3,3.102068,101.600545,1,1
N3102239E101639261,PJ750,Pj8 Tower,Lebuhraya Persekutuan,3.1022385629392,101.63926132215,2,2
N3102293E101592935,PJ571,Kelana Mahkota (Opp),Jalan SS 7/19,3.102293,101.592935,1,1
N3102324E101714101,KL2392,Plaza Dwitasik,Jalan Tasik Permaisuri 1,3.1023237,101.7141008,1,1
N3102387E101719780,KL1982,Sekolah Menengah Sains Selangor,Jalan Tasik Permaisuri 1,3.102387,101.71978,2,1
N3102433E101442662,,Maybank Setia Alam,Jalan Meru,3.102432762302,101.44266248694,1,2
N3102553E101663576,,Inwood Residences,Jalan Pantai Murni 2,3.102553,101.663576,1,1
N3102563E101600384,PJ770,Pangsapuri PKNS (Opp),Jalan SS 6/3,3.102563,101.600384,2,1
N3102569E101667151,KL1412,Hab Pantai Hillpark,Jalan Pantai Permai 13,3.1025691830965,101.66715103428,2,1
N3102641E101688992,KL2522,Danau Villa,Jalan 109f,3.102641,101.688992,1,1
N3102694E101734135,KL1705,Taman Midah (Utara),Jalan Cheras,3.102694,101.734135,2,2
N3102787E101705791,,LRT Salak Selatan,Jalan Sg Besi,3.1027874710133,101.70579134798,1,1
N3102961E101742970,KL927,Taman Cheras,Jalan Ketumbar,3.102961,101.74297,1,1
N3102963E101708630,KL310,JPJ Sri Permaisuri,Jalan Sri Permaisuri 10,3.102963,101.70863,1,1
N3103050E101606737,,Rumah No 24,Jalan SS 5/1,3.10305,101.606737,2,1
N3103152E101617609,PJ316,Rumah 15 SS 1,Jalan SS 1/36,3.1031519094078,101.61760899794,1,1
N3103207E101640056,PJ133,Sheraton PJ,Lebuhraya Persekutuan,3.103207,101.640056,1,1
N3103219E101706092,KL308,Pos Salak Selatan,Jalan Sg Besi,3.1032191397453,101.70609158932,2,1
N3103278E101723650,KL351,S.m. Teknik KL,Jalan Yaacob Latif,3.1032777,101.72365,2,1
N3103311E101687281,KL2037,SMK Taman Desa,Jalan Desa Bakti,3.103311,101.687281,2,2
N3103313E101629204,PJ296,SMK (P) Sri Aman,Jalan 14/47,3.103313,101.629204,2,1
N3103324E101805826,KJ154,Taman Sri Nanding,Jalan Hulu Langat,3.1033235120799,101.80582551666,2,1
N3103328E101746530,KL921,Taman Rakyat,Jalan Ketumbar,3.103328,101.74653,1,1
N3103407E101677920,KL1182,Tham Wah Wan,Jalan Klang Lama,3.1034073153277,101.67791957298,2,1
N3103487E101682437,KL1198,Wisma TM Taman Desa,Jalan Desa Utama,3.103487,101.682437,2,1
N3103499E101723976,KL281,S.m. Teknik KL (Opp),Jalan Yaacob Latif,3.1034994,101.723976,1,1
N3103535E101527638,,Komersial Bukit Jelutong,Jalan Serambi U8/21,3.103535,101.527638,1,1
N3103537E101677629,KL1282,3rd Miles Square,Jalan Klang Lama,3.103537,101.677629,1,1
N3103578E101682278,KL1188,Wisma Telekom Taman Desa,Jalan Desa Utama,3.103578,101.682278,2,2
N3103596E101528472,,Pusat Komersial D'bayu,Jalan Serambi U8/21,3.103596,101.528472,2,1
N3103616E101747650,KL922,Ketumbar Hill (Timur),Jalan 1/95b,3.103616,101.74765,1,1
N3103629E101661219,,Pusat Komuniti Lembah Pantai,Jalan Pantai Permai,3.103629,101.661219,1,1
N3103822E101806024,KJ71,Taman Sri Nanding,Jalan Hulu Langat,3.1038224213823,101.80602434468,1,1
N3103876E101644993,PJ445,LRT Taman Jaya,Persiaran Barat,3.103876,101.644993,2,1
N3103883E101639146,PJ437,LRT Asia Jaya,Jalan Utara,3.1038828935882,101.63914593158,1,1
N3103962E101648321,PJ441,Tasik Taman Jaya,Jalan Timur,3.103962,101.648321,2,1
N3104041E101555373,,SMK TTDI Jaya (Opp),Jalan Sastera Sepuluh U2/1k,3.104041,101.555373,2,1
N3104083E101712160,KL313,Villa Laman Tasik,Jalan Sri Permaisuri 6,3.104083,101.71216,2,1
N3104087E101666116,KL1402,Pantai Murni,Jalan Pantai Murni,3.104087,101.666116,2,1
N3104100E101733232,KL797,Xiao En Center,Jalan Kuari,3.1040996,101.7332322,1,1
N3104103E101666017,KL1413,Pantai Murni,Jalan Pantai Murni,3.104103,101.666017,2,1
N3104172E101688755,KL1204,Masjid Al-Muhsinin,Jalan Desa Bakti,3.104172,101.688755,2,2
N3104206E101558827,SA512,Taman TTDI Jaya (Utara),Jalan Monfort,3.104206,101.558827,2,1
N3104258E101748710,KL923,Ketumbar Hill (Utara),Jalan 2/95b,3.1042583,101.74871,1,1
N3104289E101558538,SA501,Taman TTDI Jaya (Utara),Jalan Monfort,3.104289,101.558538,1,1
N3104295E101555493,,SMK TTDI Jaya,Jalan Sastera Sepuluh U2/1k,3.104295,101.555493,1,1
N3104331E101607922,PJ544,Perumahan SS 5,Jalan SS 5/2,3.104331,101.607922,1,1
N3104351E101732965,KL2421,MRT Taman Midah Pintu B,Jalan Cheras,3.1043512,101.7329654,2,1
N3104368E101609306,PJ204,Perumahan SS 3,Jalan Majlis,3.104368,101.609306,1,1
N3104374E101711320,KL312,Bayu Tasik Condominium,Jalan Sri Permaisuri 6,3.104374,101.71132,2,1
N3104496E101625818,,Maz International School,Jalan 20/14,3.104496,101.625818,2,1
N3104548E101638430,PJ436,LRT Asia Jaya,Jalan Stesen,3.1045478035286,101.6384299877,2,1
N3104550E101600323,,Dataran Glomac,Jalan SS 6/3,3.10455,101.6003233,2,1
N3104617E101749700,KL133,Taman Cheras Utama (Utara),Jalan 6/95b,3.1046166,101.7497,2,1
N3104662E101616327,PJ340,Perumahan SS 1,Jalan SS 1/36,3.104662,101.616327,2,1
N3104672E101616517,PJ315,Perumahan SS 1,Jalan SS 1/36,3.104672,101.616517,1,1
N3104736E101714610,KL1985,Laman Tasik Condominium,Jalan Sri Permaisuri,3.104736,101.71461,2,1
N3104756E101557517,,Masjid Al Itisam (Opp),Jalan Sastera Sepuluh U2/1k,3.104756,101.557517,2,1
N3104773E101612841,PJ187,Rumah No 107,Jalan SS 3/39,3.104773,101.612841,1,1
N3104792E101715000,KL1986,Bah. Teknologi Pendidikan Negeri W.P,Jalan Sri Permaisuri,3.1047916,101.715,1,1
N3104797E101623247,PJ297,LRT Taman Paramount,Jalan 21/1,3.1047971484358,101.62324724698,1,1
N3104895E101557741,,Masjid Al Itisam,Jalan Sastera Sepuluh U2/1k,3.104895,101.557741,1,1
N3104966E101600628,PJ554,Perumahan PDRM,Jalan SS 5/2,3.1049664371534,101.60062782475,1,1
N3105072E101602310,PJ553,Perumahan SS 5c,Jalan SS 5/2,3.1050718831856,101.6023104923,1,1
N3105075E101600731,PJ506,Perumahan PDRM (Opp),Jalan SS 5/2,3.105075,101.600731,2,1
N3105184E101606579,PJ513,Wisma Rehda,Jalan SS 5/2,3.1051840616149,101.60657921929,2,1
N3105194E101604294,PJ552,Perumahan SS 5c,Jalan SS 5/2,3.105194,101.604294,1,1
N3105244E101731771,KL799,MRT Taman Midah Pintu A,Jalan Cheras,3.105244,101.731771,1,3
N3105261E101605869,PJ551,Wisma Rehda (Opp),Jalan SS 5/2,3.105261,101.605869,1,1
N3105532E101731591,KL799,MRT Taman Midah Pintu A,Jalan Cheras,3.1055319,101.7315913,2,1
N3105557E101678057,KL1283,Shell (Opp),Jalan Klang Lama,3.105557,101.678057,1,1
N3105598E101807878,KJ72,Madrasah Kampung Dusun,Jalan Hulu Langat,3.105598285681,101.80787759431,1,1
N3105637E101678384,KL1181,Shell,Jalan Klang Lama,3.105637,101.678384,2,1
N3105645E101593347,PJ576,Kelana Square (Opp),Jalan SS 7/26,3.105645,101.593347,1,1
N3106072E101808613,KJ152,Kampung Nanding,Jalan Ulu Langat,3.1060723688691,101.80861263106,2,1
N3106102E101707047,KL1789,Razak Mansion (Opp),SBE,3.106102,101.707047,2,3
N3106122E101706996,KL1789,Razak Mansion (Opp),Lebuhraya Sungai Besi,3.106122,101.706996,1,1
N3106189E101689801,KL1194,SMK Desa Perdana (Opp),Jalan Desa Utama,3.106189,101.689801,1,1
N3106212E101736015,KL796,Madrasatul Islamiah,Jalan Kuari,3.106212,101.736015,2,1
N3106246E101624154,PJ719,Star Grocer (Opp),Jalan 20/13,3.106246,101.624154,2,1
N3106302E101440644,,Giant Klang Sentral (Opp),Persiaran Klang Sentral 1/ku5,3.106302,101.440644,1,1
N3106346E101746030,KL2320,Surau Manba'ul Taqwa,Jalan Kuari,3.1063457,101.74603,2,1
N3106388E101689895,KL1192,SMK Desa Perdana,Jalan Desa Utama,3.106388,101.689895,2,2
N3106391E101558471,SA511,SK TTDI Jaya (Opp),Jalan Monfort,3.106391,101.558471,2,1
N3106405E101746246,KL2321,Surau Manbaul Taqwa,Jalan Kuari,3.1064053,101.7462464,1,1
N3106434E101683769,KL1189,Kondominium Desarina,Jalan Desa Utama,3.106434,101.683769,2,2
N3106441E101531056,,SK Bukit Jelutong,Jalan Serambi U8/21,3.106441,101.531056,2,1
N3106472E101447563,SA812,Setia Avenue/Lotus,Jalan Setia Impian U13/6,3.106472,101.447563,2,1
N3106472E101736000,KL798,Madrasatul Islamiah,Jalan Kuari,3.106472,101.736,1,1
N3106502E101661532,,Pantai Hillpark Phase 5,Jalan Pantai Permai,3.106502,101.661532,1,1
N3106514E101715904,KL317,Vista Tasik,Jalan Sri Permaisuri,3.106514,101.715904,2,1
N3106533E101440758,,Giant Klang Sentral,Persiaran Klang Sentral 1/ku5,3.106533,101.440758,1,2
N3106533E101683932,KL1197,Desarina Condo,Jalan Desa Utama,3.106533,101.683932,2,1
N3106572E101530935,,SK Bukit Jelutong (Opp),Jalan Serambi U8/21,3.106572,101.530935,1,1
N3106592E101725670,KL352,Klinik Kesihatan Cheras,Jalan Yaacob Latif,3.1065917,101.72567,2,1
N3106651E101725940,KL280,Klinik Kesihatan Cheras,Jalan Yaacob Latif,3.1066515,101.72594,1,1
N3106685E101703404,KL2514,Razak Mansion,Jalan Razak Mansion Satu,3.106685,101.703404,2,1
N3106699E101625504,,Wisma Jafer Zaidi,Jalan 20/14,3.106699,101.625504,2,1
N3106748E101557961,SA502,SK TTDI Jaya,Jalan Saujana Indah 7,3.106748,101.557961,1,1
N3106802E101673357,KL2139,PPR Sri Pantai (Barat),Jalan Kampung Pasir,3.1068021310299,101.67335703473,1,1
N3106813E101748160,KL2318,Madrasatul Amaliah,Jalan Kuari,3.106813,101.74816,2,1
N3106841E101737755,KL2219,Taman Sri Bahtera (Barat),Jalan Kuari,3.106841,101.737755,2,1
N3106853E101666039,KL1414,Centrio Pantai Hillpark,Jalan Pantai Murni,3.106853,101.666039,2,1
N3106912E101748030,KL2319,Masjid Madrasatul Amaliah,Jalan Kuari,3.106912,101.74803,1,1
N3106972E101706845,KL1814,Razak Mansion,SBE,3.106972,101.706845,1,3
N3106986E101744620,KL2322,Kg. Cheras Baru (Timur),Jalan Kuari,3.106986,101.74462,2,1
N3106998E101666183,KL1401,Komersial Pantai Hillpark,Jalan Pantai Murni,3.1069976014096,101.66618255321,2,1
N3107038E101705533,KL2549,Razak City Residences (Block A),Jalan 4/108a,3.107038,101.705533,2,1
N3107101E101737915,KL2220,Taman Sri Bahtera (Timur),Jalan Kuari,3.107101,101.737915,1,1
N3107109E101585532,PJ610,LRT Ara Damansara (Opp),Jalan Lpgn Terbang Subang Lama,3.107109,101.585532,2,2
N3107181E101744640,KL2323,Kampung Cheras Baru (Timur),Jalan Kuari,3.107181,101.74464,1,1
N3107231E101671854,KL1437,Taman Bukit Angkasa (Timur),Jalan Pantai Permai,3.1072314965482,101.67185354416,1,1
N3107284E101678683,KL1180,BHP,Jalan Klang Lama,3.1072844280663,101.67868293317,2,1
N3107322E101716774,KL333,SMK Seri Permaisuri,Jalan Sri Permaisuri,3.1073222,101.716774,1,1
N3107377E101653807,PJ472,PJ Church,Jalan Gasing,3.107376541027,101.65380659344,1,1
N3107514E101673097,KL1800,PPR Sri Pantai (Barat),Lebuhraya NPE,3.1075135980947,101.67309675705,2,1
N3107529E101670925,KL2129,Flat Sri Angkasa 2,Jalan Pantai Permai,3.1075293605409,101.67092526173,1,1
N3107592E101586080,PJ609,LRT Ara Damansara,Jalan PJU 1a/44,3.107592,101.58608,1,2
N3107632E101662365,,Condominium Andalusia,Jalan Pantai Permai,3.107632,101.662365,1,1
N3107839E101670765,KL1420,Taman Bukit Angkasa Blok 6,Jalan Pantai Permai,3.1078394383843,101.67076523891,2,1
N3107852E101611278,PJ186,Rumah No 57,Jalan SS 4a/1,3.1078518701893,101.61127771644,1,1
N3107880E101749954,KL2316,Kampung Cheras Baru (Barat),Jalan Kuari,3.10788,101.749954,2,1
N3107979E101594668,PJ686,Kelana Putri Condominium,Jalan SS 7/26,3.107979,101.594668,1,1
N3108036E101669355,,Klinik Komuniti Kerinchi,Jalan Pantai Permai,3.108036,101.669355,1,1
N3108084E101460540,SA821,Setia City Mall,Persiaran Setia Dagang,3.108084,101.46054,1,2
N3108093E101678386,KL1284,Wisma Buddhist,Jalan Klang Lama,3.108093,101.678386,1,1
N3108160E101606370,,Petronas/Shell (Opp),Jalan SS 4b/10,3.10816,101.60637,1,1
N3108217E101668853,KL2130,PPR Kerinchi,Jalan Pantai Permai,3.108217,101.668853,2,1
N3108263E101750206,KL2317,Kampung Cheras Baru (Barat),Jalan Kuari,3.108263,101.750206,1,1
N3108273E101446044,SA825,Setia Avenue (Utara),Jalan Setia Prima S U13/s,3.108273,101.446044,1,2
N3108275E101460627,SA820,Setia City Mall,Persiaran Setia Dagang,3.108275,101.460627,2,1
N3108325E101665709,,Centrio Pantai Hillpark,Jalan Pantai Permai,3.108325,101.665709,1,1
N3108328E101666486,KL2131,Pantai Hillpark,Jalan Pantai Permai,3.108328,101.666486,2,1
N3108343E101688597,KL1195,Changkat Desa,Jalan Desa Utama,3.108343,101.688597,1,1
N3108466E101668927,,Taman Bukit Angkasa,Jalan Pantai Permai,3.108466,101.668927,2,1
N3108473E101645841,PJ443,Yayasan Cancerlink,Jalan Utara,3.108473,101.645841,2,1
N3108480E101729010,KL800,Rumah Kanak-Kanak Tengku Budriah,Jalan Yaacob Latif,3.10848,101.72901,1,1
N3108481E101688597,KL1191,Perumahan Taman Desa,Jalan Desa Utama,3.108481,101.688597,2,2
N3108590E101531283,,SMK Bukit Jelutong,Jalan Serambi U8/21,3.10859,101.531283,2,1
N3108591E101666483,KL2132,Pantai Hillpark (Barat),Jalan Pantai Murni,3.1085908411426,101.66648304649,1,1
N3108606E101616488,PJ341,Spg SS 1/32,Jalan SS 1/36,3.108606,101.616488,2,1
N3108613E101685525,KL1196,Taman Bukit Desa (Selatan),Jalan Desa Utama,3.108613,101.685525,2,1
N3108625E101639152,PJ439,SK Sri Petaling (Opp),Jalan Prof Khoo Kay Kim,3.108625,101.639152,1,1
N3108653E101722885,KL325,Flat Sri Melaka Blok 26,Jalan Siakap,3.1086528,101.722885,1,1
N3108673E101616751,PJ314,Spg SS 1/32,Jalan SS 1/36,3.108673,101.616751,1,1
N3108719E101531197,,SMK Bukit Jelutong (Opp),Jalan Serambi U8/21,3.108719,101.531197,1,1
N3108723E101542355,SA506,Bukit Jelutong (Timur),Persiaran Tebar Layar,3.108723,101.542355,1,1
N3108738E101685547,KL1190,Obd Garden Tower,Jalan Desa Utama,3.108738,101.685547,2,2
N3108745E101811164,KJ151,Kampung Sg Michu,Jalan Hulu Langat,3.1087448572071,101.81116444099,2,1
N3108756E101595685,PJ602,Kjmc,LDP,3.1087558931513,101.59568537163,2,1
N3108761E101722882,KL1699,Flat Sri Melaka Blok 26,Jalan Siakap,3.1087611,101.7228818,2,1
N3108778E101707065,,Razak Mansion,Jalan Sg Besi,3.1087782956271,101.70706455171,1,1
N3108878E101810953,KJ73,Kampung Sg Michu,Jalan Hulu Langat,3.1088777925046,101.81095292433,1,2
N3108924E101667999,KL1438,Bangsar South,Jalan Kerinchi,3.1089238252724,101.66799880187,2,1
N3108936E101721779,KL326,Flat Sri Melaka (Barat),Jalan 3/89a,3.1089357,101.7217786,1,1
N3108941E101542117,SA507,Bukit Jelutong (Timur),Persiaran Tebar Layar,3.108941,101.542117,2,1
N3108963E101639094,PJ440,SK Sri Petaling,Jalan Prof Khoo Kay Kim,3.108963,101.639094,2,1
N3108999E101582599,PJ608,Dataran Phb,Jalan Lpgn Terbang Subang,3.108999,101.582599,2,2
N3109053E101596072,PJ633,SMK Kelana Jaya,LDP,3.1090534541627,101.59607154107,1,1
N3109132E101721851,KL327,Flat Sri Melaka (Barat),Jalan 3/89a,3.1091321,101.721851,2,1
N3109302E101437459,,Klang Sentral,,3.1093018865614,101.4374588484,1,2
N3109329E101625887,PJ288,Perumahan Seksyen 20 (Barat),Jalan 22/7,3.109329,101.625887,2,2
N3109362E101582809,PJ607,Oasis Rio Damansara/Symphony,Jalan Lpgn Terbang Subang,3.1093621466462,101.58280923832,1,2
N3109430E101600060,,Kuarters PDRM,Jalan SS 4b/10,3.10943,101.60006,1,1
N3109450E101603240,,Rumah No 28,Jalan SS 4b/10,3.10945,101.60324,1,1
N3109498E101678509,KL1179,Mazda,Jalan Klang Lama,3.1094981426141,101.678508753,1,1
N3109506E101545790,SA505,Bomba Bukit Jelutong (Opp),Persiaran Tebar Layar,3.109506,101.54579,1,1
N3109576E101668172,KL1400,Flat Sri Angkasa,Jalan Kerinchi,3.109576,101.668172,2,1
N3109585E101626109,PJ298,Komersial Seksyen 20 (Barat),Jalan 20/7,3.109585,101.626109,1,2
N3109654E101643371,PJ442,Finas,Jalan Utara,3.109654,101.643371,2,1
N3109686E101623135,PJ308,Shell Seapark,Jalan 21/1,3.109686,101.623135,1,1
N3109720E101545546,SA508,Bomba Bukit Jelutong,Persiaran Tebar Layar,3.10972,101.545546,2,1
N3109730E101730216,KL1704,BHP Cheras,Jalan Cheras,3.1097296624857,101.730216195,2,3
N3109781E101623403,PJ307,Shell Seapark (Opp),Jalan 21/1,3.109781,101.623403,2,1
N3109894E101666089,KL1439,Nexus Bangsar South,Jalan Kerinchi,3.1098943241081,101.66608889972,2,1
N3109897E101644861,PJ254,Condominium Ehsan Ria,Jalan Bukit 11/2,3.109897,101.644861,2,1
N3109936E101447345,,Pangsapuri Seroja,Jalan Setia Murni U13/50,3.109936,101.447345,2,1
N3110006E101653181,PJ596,KWSP Federal,Lebuhraya Persekutuan,3.1100056269729,101.65318137013,2,2
N3110007E101556793,SA503,Seksyen U8,Jalan Monfort,3.110007,101.556793,1,1
N3110045E101616185,PJ342,SMK Taman Sea (Opp),Jalan SS 2/3,3.110045,101.616185,2,1
N3110047E101764171,,SK Taman Bukit Teratai,Jalan Mega,3.110047,101.764171,1,1
N3110181E101652903,PJ597,PPUM Federal,Lebuhraya Persekutuan,3.110181,101.652903,1,3
N3110191E101666002,KL1399,The Vertical,Jalan Kerinchi,3.1101911614985,101.66600163396,1,1
N3110251E101729706,KL801,Velodrom Business Park,Jalan Cheras,3.110251,101.729706,2,1
N3110266E101729784,KL801,Velodrom Business Park,Jalan Cheras,3.1102656106837,101.72978378843,1,3
N3110341E101580707,PJ776,Oasis Gallery (Opp),Jalan PJU 1a/2,3.110341,101.580707,2,1
N3110428E101728065,KL279,Velodrom KL,Jalan Yaacob Latif,3.1104279,101.728065,1,1
N3110434E101638836,PJ267,Plaza 33,Jalan Kemajuan,3.1104344949151,101.6388356904,1,1
N3110474E101636336,PJ278,Digital Mall Seksyen 14,Jalan Prof Khoo Kay Kim,3.110474,101.636336,1,1
N3110483E101707997,KL2515,Komersial Batu 3 1/2 Sg Besi,Jalan Emas,3.110483,101.707997,2,1
N3110484E101628414,PJ287,Perumahan Seksyen 20 (Timur),Jalan 20/7,3.110484,101.628414,2,2
N3110499E101631737,PJ300,The Crest,Jalan 20/7,3.110499,101.631737,1,2
N3110506E101556772,SA510,Seksyen U8,Jalan Monfort,3.110506,101.556772,2,1
N3110569E101727750,KL353,Velodrom KL,Jalan Yaacob Latif,3.1105695,101.72775,2,1
N3110688E101678065,KL1395,Saville Residence (Opp),Jalan Klang Lama,3.110688,101.678065,1,1
N3110708E101630782,PJ286,The Crest (Opp),Jalan 20/7,3.110708,101.630782,2,2
N3110713E101636488,PJ277,Symphony,Jalan Prof Khoo Kay Kim,3.110713,101.636488,2,1
N3110743E101613019,PJ343,LRT Taman Bahagia,Jalan SS 2/3,3.1107429326435,101.61301934275,2,1
N3110812E101628767,PJ299,Komersial Seksyen 20 (Timur),Jalan 20/7,3.110812,101.628767,1,2
N3110905E101756626,AJ257,Taman Industri Bukit Permai,Jalan Bukit Permai,3.110905,101.756626,2,1
N3110933E101753770,AJ263,Glenview Villa Condominium,Jalan Kuari,3.110933,101.75377,2,1
N3110970E101724749,KL1700,Flat Sri Melaka (Timur),Jalan Siakap,3.11097,101.724749,2,1
N3111002E101724840,KL324,Flat Sri Melaka (Timur),Jalan Siakap,3.1110018,101.7248402,1,1
N3111028E101552936,SA504,Space U8 Mall (Opp),Jalan Monfort,3.111028,101.552936,1,1
N3111287E101552773,SA509,Space U8 Mall,Jalan Monfort,3.111287,101.552773,2,1
N3111358E101753737,AJ259,Glenview Villa,Jalan Kuari,3.111358,101.753737,2,1
N3111368E101618785,PJ718,Petron Seapark,Jalan SS 2/24,3.111368,101.618785,1,1
N3111435E101710722,KL2516,Kawasan Perindustrian Trisegi,Jalan Emas,3.111435,101.710722,2,1
N3111492E101622006,PJ310,Herbaline Seapark (Opp),Jalan 21/11,3.111492,101.622006,2,1
N3111494E101621716,PJ309,Herbaline Seapark,Jalan 21/11,3.111494,101.621716,1,1
N3111546E101753690,AJ259,Glenview Villa Condominium,Jalan Kuari,3.111546,101.75369,1,1
N3111548E101576428,PJ772,Oasis Corporate Park,Jalan Lpgn Terbang Subang,3.111548,101.576428,2,1
N3111585E101460832,,Trefoil,Persiaran Setia Wawasan,3.111585,101.460832,1,1
N3111660E101814868,KJ74,Dewan Dato Nazir,Jalan Hulu Langat,3.1116603262093,101.81486800981,1,2
N3111712E101646397,PJ253,Gerak Budaya,Jalan Bukit 11/2,3.111712,101.646397,2,1
N3111718E101579525,PJ774,Citta Mall,Jalan PJU 1a/48,3.111718,101.579525,2,1
N3111774E101632859,PJ301,Dataran 32,Jalan Dato Abdul Aziz,3.111774,101.632859,1,2
N3111800E101715256,KL1689,Seri Puteri Condominium,Jalan Jelawat 1,3.1117999,101.7152556,2,1
N3111807E101633184,PJ283,Masjid Tun Abdul Aziz,Jalan Dato Abdul Aziz,3.111807,101.633184,2,2
N3111874E101718083,KL1687,Balai Polis Sri Permaisuri,Jalan Jelawat 1,3.111874,101.7180827,2,1
N3111909E101815287,KJ150,Dewan Dato Nazir (Opp),Jalan Hulu Langat,3.111908909242,101.81528682382,2,1
N3111956E101758202,AJ256,Flat Intan,Jalan Bukit Permai,3.111956,101.758202,2,1
N3111969E101765629,,99 Speedmart Bukit Teratai (Opp),Jalan Teratai 1/2,3.111969,101.765629,1,1
N3112040E101706677,KL1815,Kawasan Perindustrian Salak Selatan,Lebuhraya Sungai Besi,3.11204,101.706677,2,1
N3112053E101706678,KL1815,Kampung Sri Indah,SBE,3.112053,101.706678,1,3
N3112056E101707008,KL811,Kampung Sri Indah,SBE,3.1120556256043,101.70700813411,2,3
N3112072E101590682,PJ671,LRT Lembah Subang,,3.112072,101.590682,2,1
N3112106E101590661,PJ671,LRT Lembah Subang,Jalan PJU 1a/46,3.112106,101.590661,1,1
N3112129E101706983,KL811,Kawasan Perindustrian Salak Selatan,Lebuhraya Sungai Besi,3.112129,101.706983,1,1
N3112181E101765284,,99 Speedmart Bukit Teratai,Jalan Teratai 1/2,3.112181,101.765284,2,1
N3112216E101610432,PJ162,Taman Megah,LDP,3.1122163182399,101.61043199238,2,1
N3112256E101723694,KL1698,Pasar Besar Cheras,Jalan Siakap,3.1122556,101.723694,2,1
N3112272E101662094,KL2134,Flat PKNS Kerinchi,Jalan Kerinchi,3.112272,101.662094,2,1
N3112273E101647177,PJ252,SK Sultan Alam Shah 2,Jalan Bukit 11/2,3.112273,101.647177,2,1
N3112277E101716750,KL2394,Bintang Mas Condominium,Jalan Jelawat 1,3.112277,101.71675,2,1
N3112395E101673575,KL1803,KTM Angkasapuri,Lebuhraya NPE,3.1123947922969,101.67357475008,1,1
N3112397E101714540,KL1690,LRT Cheras,Jalan Jelawat 1,3.1123972,101.71454,2,1
N3112433E101723800,KL328,Pasar Besar Cheras,Jalan Siakap,3.112433,101.7238,1,1
N3112436E101458778,,Setia City Residence,Persiaran Setia Dagang,3.112436,101.458778,1,1
N3112547E101673201,KL1801,Angkasapuri,Lebuhraya NPE,3.1125467042244,101.67320070486,2,1
N3112722E101738630,AJ276,Pandan Height,Jalan 2/1,3.1127224,101.73863,1,1
N3112722E101738633,AJ276,Pandan Height,Jalan Perdana 3/1,3.112722443449,101.73863347999,2,1
N3112745E101604492,PJ585,LRT Kelana Jaya,LDP,3.112745,101.604492,2,1
N3112801E101662745,KL1397,Flat PKNS Kerinchi/KL Gateway,Jalan Kerinchi,3.112801,101.662745,1,1
N3112881E101571694,SA908,Oasis Ara Damansara (Selatan),Jalan Lpgn Terbang Subang,3.112881,101.571694,2,2
N3112968E101721930,KL1998,Pej. DBKL Zon 1,Jalan 1/89a,3.112968,101.72193,1,1
N3113150E101738490,AJ285,Pandan Height,Jalan 2/1,3.11315,101.73849,2,1
N3113161E101605368,PJ603,LRT Kelana Jaya,LDP,3.113161,101.605368,2,1
N3113166E101589840,,D'aman Ria Condominium,Jalan PJU 1a/46,3.1131660564228,101.58984012264,2,1
N3113255E101641136,PJ268,PJ Midtown,Jalan Kemajuan,3.113255,101.641136,1,1
N3113255E101755013,AJ260,Dataran Mestika,Jalan Kuari,3.113255,101.755013,2,1
N3113278E101744602,AJ274,Komersial Pandan Perdana,Jalan Perdana 6/2,3.113278,101.744602,1,1
N3113294E101754980,AJ260,Dataran Mestika,Jalan Kuari,3.113294,101.75498,1,1
N3113295E101651398,PJ249,PPUM (Utara),Jalan Universiti,3.1132947310948,101.651397545,1,1
N3113305E101721900,KL1991,Kondo Seri Mas,Jalan 1/89a,3.113305,101.7219,2,1
N3113323E101584889,,Menara Prasarana,Jalan Subang Depoh,3.113323,101.584889,1,1
N3113479E101441360,,Proton (Opp),Jalan Meru,3.1134794290864,101.44136018059,1,2
N3113503E101650419,PJ251,University Tower,Jalan Bukit 11/2,3.113503,101.650419,2,1
N3113588E101576466,PJ401,Oasis Ara Damansara (Timur),Jalan PJU 1a/1,3.113588,101.576466,2,1
N3113629E101583582,PJ563,Depoh Subang Rapidkl,Jalan PJU 1a/46,3.1136294683493,101.5835816675,2,1
N3113643E101816105,KJ149,Pertubuhan Peladang (Opp),Jalan Hulu Langat,3.113643,101.816105,2,2
N3113712E101441686,,Proton,Jalan Meru,3.1137116204992,101.44168551643,2,2
N3113783E101815916,KJ75,Pertubuhan Peladang,Jalan Hulu Langat,3.1137830113678,101.81591572928,1,2
N3113823E101755800,AJ261,Dataran Mestika,Jalan Kuari,3.113823,101.7558,2,1
N3113923E101569866,SA907,Oasis Ara Damansara (Selatan),Jalan Lpgn Terbang Subang,3.1139231503313,101.56986615583,1,2
N3114003E101620575,PJ711,Petron Seapark (Opp),Jalan SS 2/24,3.1140025601091,101.62057488852,1,1
N3114012E101662208,KL1440,LRT Universiti (Timur),Jalan Kerinchi,3.114012,101.662208,2,1
N3114091E101598511,PJ577,Komersial Ss25,Jalan SS 25/23,3.114091,101.598511,1,1
